id,gene,refseq,chrom,start,end
PMED4_09131_mRNA,PMM0819,PMM0819,,,
PMED4_09141_mRNA,PMM0820,PMM0820,,,
PMED4_09151_mRNA,PMM0821,PMM0821,,,
PMED4_09161_mRNA,PMM0822,PMM0822,,,
PMED4_09171_mRNA,PMM0823,PMM0823,,,
PMED4_09181_mRNA,PMM0824,PMM0824,,,
PMED4_09181_pro,PMM0824,PMM0824,,,
carB_mRNA,PMM0825,PMM0825,,,
carB_pro,PMM0825,PMM0825,,,
PMED4_09201_mRNA,PMM0826,PMM0826,,,
PMED4_09211_mRNA,PMM0827,PMM0827,,,
PMED4_09221_mRNA,PMM0828,PMM0828,,,
tpi_mRNA,PMM0829,PMM0829,,,
tpi_pro,PMM0829,PMM0829,,,
PMED4_09241_mRNA,PMM0830,PMM0830,,,
chlH_mRNA,PMM0831,PMM0831,,,
chlH_pro,PMM0831,PMM0831,,,
dapB_mRNA,PMM0832,PMM0832,,,
dapB_pro,PMM0832,PMM0832,,,
PMED4_09271_mRNA,PMM0833,PMM0833,,,
PMED4_09281_mRNA,PMM0834,PMM0834,,,
PMED4_09291_mRNA,PMM0835,PMM0835,,,
PMED4_09301_mRNA,PMM0836,PMM0836,,,
PMED4_09311_mRNA,PMM0837,PMM0837,,,
PMED4_09321_mRNA,PMM0838,PMM0838,,,
mfd_mRNA,PMM0839,PMM0839,,,
mfd_pro,PMM0839,PMM0839,,,
terC_mRNA,PMM0840,PMM0840,,,
terC_pro,PMM0840,PMM0840,,,
PMED4_09361_mRNA,PMM0841,PMM0841,,,
PMED4_09371_mRNA,PMM0842,PMM0842,,,
PMED4_09381_mRNA,PMM0843,PMM0843,,,
"PNIL34,AT103_mRNA",PMM0844,PMM0844,,,
"PNIL34,AT103_pro",PMM0844,PMM0844,,,
PMED4_09401_mRNA,PMM0845,PMM0845,,,
PMED4_09401_pro,PMM0845,PMM0845,,,
PMED4_09411_mRNA,PMM0846,PMM0846,,,
vacB_mRNA,PMM0847,PMM0847,,,
vacB_pro,PMM0847,PMM0847,,,
PMED4_09431_mRNA,PMM0848,PMM0848,,,
PMED4_09441_mRNA,PMM0849,PMM0849,,,
PMED4_09451_mRNA,PMM0850,PMM0850,,,
PMED4_09471_mRNA,PMM0851,PMM0851,,,
PMED4_09481_mRNA,PMM0852,PMM0852,,,
PMED4_09491_mRNA,PMM0853,PMM0853,,,
PMED4_09501_mRNA,PMM0854,PMM0854,,,
PMED4_09501_pro,PMM0854,PMM0854,,,
PMED4_09511_mRNA,PMM0855,PMM0855,,,
ahpC_mRNA,PMM0856,PMM0856,,,
ahpC_pro,PMM0856,PMM0856,,,
PMED4_09551_mRNA,PMM0857,PMM0857,,,
PMED4_09611_mRNA,PMM0858,PMM0858,,,
PMED4_09641_mRNA,PMM0859,PMM0859,,,
PMED4_09691_mRNA,PMM0860,PMM0860,,,
PMED4_09701_mRNA,PMM0861,PMM0861,,,
PMED4_09721_mRNA,PMM0862,PMM0862,,,
PMED4_09731_mRNA,PMM0863,PMM0863,,,
PMED4_09741_mRNA,PMM0864,PMM0864,,,
PMED4_09741_pro,PMM0864,PMM0864,,,
PMED4_09751_mRNA,PMM0865,PMM0865,,,
PMED4_09761_mRNA,PMM0866,PMM0866,,,
metG_mRNA,PMM0867,PMM0867,,,
metG_pro,PMM0867,PMM0867,,,
PMED4_09781_mRNA,PMM0868,PMM0868,,,
rpsR_mRNA,PMM0869,PMM0869,,,
rpsR_pro,PMM0869,PMM0869,,,
rpmG_mRNA,PMM0870,PMM0870,,,
rpmG_pro,PMM0870,PMM0870,,,
pheT_mRNA,PMM0871,PMM0871,,,
pheT_pro,PMM0871,PMM0871,,,
PMED4_09821_mRNA,PMM0872,PMM0872,,,
PMED4_09831_mRNA,PMM0873,PMM0873,,,
PMED4_09851_mRNA,PMM0874,PMM0874,,,
PMED4_09861_mRNA,PMM0875,PMM0875,,,
PMED4_09871_mRNA,PMM0876,PMM0876,,,
metH_mRNA,PMM0877,PMM0877,,,
metH_pro,PMM0877,PMM0877,,,
ilvE_mRNA,PMM0878,PMM0878,,,
ilvE_pro,PMM0878,PMM0878,,,
CobN_mRNA,PMM0879,PMM0879,,,
CobN_pro,PMM0879,PMM0879,,,
PMED4_09911_mRNA,PMM0880,PMM0880,,,
PMED4_09921_mRNA,PMM0881,PMM0881,,,
PMED4_09931_mRNA,PMM0882,PMM0882,,,
PMED4_09941_mRNA,PMM0883,PMM0883,,,
PMED4_09941_pro,PMM0883,PMM0883,,,
coaD_mRNA,PMM0884,PMM0884,,,
coaD_pro,PMM0884,PMM0884,,,
PMED4_09961_mRNA,PMM0885,PMM0885,,,
PMED4_09971_mRNA,PMM0886,PMM0886,,,
PMED4_09971_pro,PMM0886,PMM0886,,,
PMED4_09981_mRNA,PMM0887,PMM0887,,,
PMED4_09991_mRNA,PMM0888,PMM0888,,,
leuS_mRNA,PMM0889,PMM0889,,,
leuS_pro,PMM0889,PMM0889,,,
pgi_mRNA,PMM0890,PMM0890,,,
pgi_pro,PMM0890,PMM0890,,,
PMED4_10021_mRNA,PMM0891,PMM0891,,,
argC_mRNA,PMM0892,PMM0892,,,
argC_pro,PMM0892,PMM0892,,,
ribB_mRNA,PMM0893,PMM0893,,,
ribB_pro,PMM0893,PMM0893,,,
PMED4_10051_mRNA,PMM0894,PMM0894,,,
PMED4_10051_pro,PMM0894,PMM0894,,,
PMED4_10061_mRNA,PMM0895,PMM0895,,,
PMED4_10071_mRNA,PMM0896,PMM0896,,,
dnaK_mRNA,PMM0897,PMM0897,,,
dnaK_pro,PMM0897,PMM0897,,,
PMED4_10091_mRNA,PMM0898,PMM0898,,,
PMED4_10101_mRNA,PMM0899,PMM0899,,,
PMED4_10111_mRNA,PMM0900,PMM0900,,,
htpG_mRNA,PMM0901,PMM0901,,,
htpG_pro,PMM0901,PMM0901,,,
rpmB_mRNA,PMM0902,PMM0902,,,
rpmB_pro,PMM0902,PMM0902,,,
PMED4_10141_mRNA,PMM0903,PMM0903,,,
PMED4_10151_mRNA,PMM0904,PMM0904,,,
PMED4_10161_mRNA,PMM0905,PMM0905,,,
psaK_mRNA,PMM0906,PMM0906,,,
psaK_pro,PMM0906,PMM0906,,,
Dxs_mRNA,PMM0907,PMM0907,,,
Dxs_pro,PMM0907,PMM0907,,,
ilvA_mRNA,PMM0908,PMM0908,,,
ilvA_pro,PMM0908,PMM0908,,,
PMED4_10201_mRNA,PMM0909,PMM0909,,,
PMED4_10211_mRNA,PMM0910,PMM0910,,,
PMED4_10221_mRNA,PMM0911,PMM0911,,,
pykF_mRNA,PMM0912,PMM0912,,,
pykF_pro,PMM0912,PMM0912,,,
PMED4_10241_mRNA,PMM0913,PMM0913,,,
PMED4_10251_mRNA,PMM0914,PMM0914,,,
PMED4_10261_mRNA,PMM0915,PMM0915,,,
PMED4_10271_mRNA,PMM0916,PMM0916,,,
PMED4_10281_mRNA,PMM0917,PMM0917,,,
PMED4_10291_mRNA,PMM0918,PMM0918,,,
"spt, agt_mRNA",PMM0919,PMM0919,,,
"spt, agt_pro",PMM0919,PMM0919,,,
glnA_mRNA,PMM0920,PMM0920,,,
glnA_pro,PMM0920,PMM0920,,,
PMED4_10321_mRNA,PMM0921,PMM0921,,,
PMED4_10331_mRNA,PMM0922,PMM0922,,,
PMED4_10341_mRNA,PMM0923,PMM0923,,,
PMED4_10351_mRNA,PMM0924,PMM0924,,,
PMED4_10361_mRNA,PMM0925,PMM0925,,,
psb28_mRNA,PMM0926,PMM0926,,,
psb28_pro,PMM0926,PMM0926,,,
PMED4_10381_mRNA,PMM0927,PMM0927,,,
PMED4_10391_mRNA,PMM0928,PMM0928,,,
PMED4_10401_mRNA,PMM0929,PMM0929,,,
pdhB_mRNA,PMM0930,PMM0930,,,
pdhB_pro,PMM0930,PMM0930,,,
PMED4_10421_mRNA,PMM0931,PMM0931,,,
PMED4_10431_mRNA,PMM0932,PMM0932,,,
PMED4_10441_mRNA,PMM0933,PMM0933,,,
PMED4_10451_mRNA,PMM0934,PMM0934,,,
PMED4_10461_mRNA,PMM0935,PMM0935,,,
PMED4_10471_mRNA,PMM0936,PMM0936,,,
PMED4_10481_mRNA,PMM0937,PMM0937,,,
PMED4_10491_mRNA,PMM0938,PMM0938,,,
PMED4_10501_mRNA,PMM0939,PMM0939,,,
PMED4_10511_mRNA,PMM0940,PMM0940,,,
PMED4_10521_mRNA,PMM0941,PMM0941,,,
PMED4_10521_pro,PMM0941,PMM0941,,,
PMED4_10531_mRNA,PMM0942,PMM0942,,,
rpsO_mRNA,PMM0943,PMM0943,,,
rpsO_pro,PMM0943,PMM0943,,,
PMED4_10551_mRNA,PMM0944,PMM0944,,,
PMED4_10561_mRNA,PMM0945,PMM0945,,,
gatA_mRNA,PMM0946,PMM0946,,,
gatA_pro,PMM0946,PMM0946,,,
PMED4_10581_mRNA,PMM0947,PMM0947,,,
PMED4_10581_pro,PMM0947,PMM0947,,,
PMED4_10591_mRNA,PMM0948,PMM0948,,,
PMED4_10601_mRNA,PMM0949,PMM0949,,,
PMED4_10611_mRNA,PMM0951,PMM0951,,,
PMED4_10621_mRNA,PMM0952,PMM0952,,,
PMED4_10621_pro,PMM0952,PMM0952,,,
PMED4_10631_mRNA,PMM0953,PMM0953,,,
PMED4_10641_mRNA,PMM0954,PMM0954,,,
PMED4_10651_mRNA,PMM0955,PMM0955,,,
PMED4_10661_mRNA,PMM0956,PMM0956,,,
PMED4_10671_mRNA,PMM0957,PMM0957,,,
PMED4_10701_mRNA,PMM0958,PMM0958,,,
PMED4_10711_mRNA,PMM0959,PMM0959,,,
PMED4_10721_mRNA,PMM0960,PMM0960,,,
PMED4_10721_pro,PMM0960,PMM0960,,,
PMED4_10731_mRNA,PMM0961,PMM0961,,,
PMED4_10731_pro,PMM0961,PMM0961,,,
PMED4_10741_mRNA,PMM0962,PMM0962,,,
PMED4_10741_pro,PMM0962,PMM0962,,,
ureC_mRNA,PMM0963,PMM0963,,,
ureC_pro,PMM0963,PMM0963,,,
PMED4_10761_mRNA,PMM0964,PMM0964,,,
PMED4_10771_mRNA,PMM0965,PMM0965,,,
PMED4_10781_mRNA,PMM0966,PMM0966,,,
PMED4_10791_mRNA,PMM0967,PMM0967,,,
PMED4_10801_mRNA,PMM0968,PMM0968,,,
PMED4_10811_mRNA,PMM0969,PMM0969,,,
urtA_mRNA,PMM0970,PMM0970,,,
urtA_pro,PMM0970,PMM0970,,,
PMED4_10831_mRNA,PMM0971,PMM0971,,,
PMED4_10841_mRNA,PMM0972,PMM0972,,,
PMED4_10851_mRNA,PMM0973,PMM0973,,,
urtE_mRNA,PMM0974,PMM0974,,,
urtE_pro,PMM0974,PMM0974,,,
PMED4_10911_mRNA,PMM0975,PMM0975,,,
PMED4_10921_mRNA,PMM0976,PMM0976,,,
PMED4_10931_mRNA,PMM0977,PMM0977,,,
PMED4_10941_mRNA,PMM0978,PMM0978,,,
PMED4_10951_mRNA,PMM0979,PMM0979,,,
PMED4_10961_mRNA,PMM0980,PMM0980,,,
PMED4_10971_mRNA,PMM0981,PMM0981,,,
PMED4_10981_mRNA,PMM0982,PMM0982,,,
PMED4_11001_mRNA,PMM0983,PMM0983,,,
PMED4_11031_mRNA,PMM0984,PMM0984,,,
PMED4_11051_mRNA,PMM0985,PMM0985,,,
PMED4_11061_mRNA,PMM0986,PMM0986,,,
rpsU_mRNA,PMM0987,PMM0987,,,
rpsU_pro,PMM0987,PMM0987,,,
PMED4_11081_mRNA,PMM0988,PMM0988,,,
PMED4_11081_pro,PMM0988,PMM0988,,,
PMED4_11091_mRNA,PMM0989,PMM0989,,,
PMED4_11101_mRNA,PMM0990,PMM0990,,,
PMED4_11111_mRNA,PMM0991,PMM0991,,,
PMED4_11131_mRNA,PMM0992,PMM0992,,,
PMED4_11141_mRNA,PMM0993,PMM0993,,,
PMED4_11151_mRNA,PMM0994,PMM0994,,,
PMED4_11161_mRNA,PMM0995,PMM0995,,,
PMED4_11181_mRNA,PMM0996,PMM0996,,,
PMED4_11181_pro,PMM0996,PMM0996,,,
PMED4_11211_mRNA,PMM0997,PMM0997,,,
PMED4_11211_pro,PMM0997,PMM0997,,,
PMED4_11231_mRNA,PMM0998,PMM0998,,,
PMED4_11241_mRNA,PMM0999,PMM0999,,,
PMED4_11251_mRNA,PMM1000,PMM1000,,,
PMED4_11261_mRNA,PMM1001,PMM1001,,,
PMED4_11281_mRNA,PMM1002,PMM1002,,,
PMED4_11301_mRNA,PMM1003,PMM1003,,,
purT_mRNA,PMM1004,PMM1004,,,
purT_pro,PMM1004,PMM1004,,,
PMED4_11331_mRNA,PMM1005,PMM1005,,,
btuE_mRNA,PMM1006,PMM1006,,,
btuE_pro,PMM1006,PMM1006,,,
PMED4_11351_mRNA,PMM1007,PMM1007,,,
PMED4_11351_pro,PMM1007,PMM1007,,,
PMED4_11361_mRNA,PMM1008,PMM1008,,,
PMED4_11371_mRNA,PMM1009,PMM1009,,,
PMED4_11381_mRNA,PMM1010,PMM1010,,,
PMED4_11401_mRNA,PMM1011,PMM1011,,,
PMED4_11421_mRNA,PMM1012,PMM1012,,,
PMED4_11441_mRNA,PMM1013,PMM1013,,,
PMED4_11451_mRNA,PMM1014,PMM1014,,,
PMED4_11461_mRNA,PMM1015,PMM1015,,,
PMED4_11481_mRNA,PMM1016,PMM1016,,,
PMED4_11491_mRNA,PMM1017,PMM1017,,,
PMED4_11501_mRNA,PMM1018,PMM1018,,,
PMED4_11541_mRNA,PMM1019,PMM1019,,,
PMED4_11561_mRNA,PMM1020,PMM1020,,,
PMED4_11571_mRNA,PMM1021,PMM1021,,,
PMED4_11581_mRNA,PMM1022,PMM1022,,,
PMED4_11611_mRNA,PMM1023,PMM1023,,,
PMED4_11621_mRNA,PMM1024,PMM1024,,,
PMED4_11631_mRNA,PMM1025,PMM1025,,,
PMED4_11661_mRNA,PMM1026,PMM1026,,,
PMED4_11671_mRNA,PMM1027,PMM1027,,,
PMED4_11701_mRNA,PMM1028,PMM1028,,,
PMED4_11721_mRNA,PMM1029,PMM1029,,,
PMED4_11731_mRNA,PMM1030,PMM1030,,,
PMED4_11741_mRNA,PMM1031,PMM1031,,,
PMED4_11741_pro,PMM1031,PMM1031,,,
lraI_mRNA,PMM1032,PMM1032,,,
lraI_pro,PMM1032,PMM1032,,,
PMED4_11761_mRNA,PMM1033,PMM1033,,,
PMED4_11761_pro,PMM1033,PMM1033,,,
PMED4_11771_mRNA,PMM1034,PMM1034,,,
PMED4_11801_mRNA,PMM1035,PMM1035,,,
PMED4_11811_mRNA,PMM1036,PMM1036,,,
PMED4_11821_mRNA,PMM1037,PMM1037,,,
PMED4_11831_mRNA,PMM1038,PMM1038,,,
PMED4_11841_mRNA,PMM1039,PMM1039,,,
PMED4_11851_mRNA,PMM1040,PMM1040,,,
PMED4_11861_mRNA,PMM1041,PMM1041,,,
PMED4_11871_mRNA,PMM1042,PMM1042,,,
PMED4_11871_pro,PMM1042,PMM1042,,,
PMED4_11881_mRNA,PMM1043,PMM1043,,,
PMED4_11901_mRNA,PMM1044,PMM1044,,,
PMED4_11911_mRNA,PMM1045,PMM1045,,,
PMED4_11921_mRNA,PMM1046,PMM1046,,,
PMED4_11931_mRNA,PMM1047,PMM1047,,,
PMED4_11941_mRNA,PMM1048,PMM1048,,,
PMED4_11951_mRNA,PMM1049,PMM1049,,,
PMED4_11961_mRNA,PMM1050,PMM1050,,,
PMED4_11971_mRNA,PMM1051,PMM1051,,,
PMED4_11981_mRNA,PMM1052,PMM1052,,,
PMED4_11991_mRNA,PMM1053,PMM1053,,,
PMED4_12001_mRNA,PMM1054,PMM1054,,,
chlI_mRNA,PMM1055,PMM1055,,,
chlI_pro,PMM1055,PMM1055,,,
PMED4_12021_mRNA,PMM1056,PMM1056,,,
PMED4_12031_mRNA,PMM1057,PMM1057,,,
PMED4_12041_mRNA,PMM1058,PMM1058,,,
PMED4_12051_mRNA,PMM1059,PMM1059,,,
PMED4_12061_mRNA,PMM1060,PMM1060,,,
trxA_mRNA,PMM1061,PMM1061,,,
trxA_pro,PMM1061,PMM1061,,,
guaB_mRNA,PMM1062,PMM1062,,,
guaB_pro,PMM1062,PMM1062,,,
gyrA_mRNA,PMM1063,PMM1063,,,
gyrA_pro,PMM1063,PMM1063,,,
PMED4_12101_mRNA,PMM1064,PMM1064,,,
PMED4_12111_mRNA,PMM1065,PMM1065,,,
leuA_mRNA,PMM1066,PMM1066,,,
leuA_pro,PMM1066,PMM1066,,,
PMED4_12131_mRNA,PMM1067,PMM1067,,,
PMED4_12141_mRNA,PMM1068,PMM1068,,,
folD_mRNA,PMM1069,PMM1069,,,
folD_pro,PMM1069,PMM1069,,,
ispA_mRNA,PMM1070,PMM1070,,,
ispA_pro,PMM1070,PMM1070,,,
PMED4_12171_mRNA,PMM1071,PMM1071,,,
PMED4_12181_mRNA,PMM1072,PMM1072,,,
PMED4_12191_mRNA,PMM1073,PMM1073,,,
PMED4_12191_pro,PMM1073,PMM1073,,,
zwf_mRNA,PMM1074,PMM1074,,,
zwf_pro,PMM1074,PMM1074,,,
petH_mRNA,PMM1075,PMM1075,,,
petH_pro,PMM1075,PMM1075,,,
PMED4_12221_mRNA,PMM1076,PMM1076,,,
PMED4_12231_mRNA,PMM1077,PMM1077,,,
PMED4_12241_mRNA,PMM1078,PMM1078,,,
PMED4_12251_mRNA,PMM1079,PMM1079,,,
PMED4_12251_pro,PMM1079,PMM1079,,,
prsA_mRNA,PMM1080,PMM1080,,,
prsA_pro,PMM1080,PMM1080,,,
PMED4_12271_mRNA,PMM1081,PMM1081,,,
PMED4_12281_mRNA,PMM1082,PMM1082,,,
PMED4_12291_mRNA,PMM1083,PMM1083,,,
cad_mRNA,PMM1084,PMM1084,,,
cad_pro,PMM1084,PMM1084,,,
PMED4_12311_mRNA,PMM1085,PMM1085,,,
PMED4_12321_mRNA,PMM1086,PMM1086,,,
PMED4_12331_mRNA,PMM1087,PMM1087,,,
clpC_mRNA,PMM1088,PMM1088,,,
clpC_pro,PMM1088,PMM1088,,,
PMED4_12351_mRNA,PMM1089,PMM1089,,,
lysA_mRNA,PMM1090,PMM1090,,,
lysA_pro,PMM1090,PMM1090,,,
PMED4_12371_mRNA,PMM1091,PMM1091,,,
PMED4_12381_mRNA,PMM1092,PMM1092,,,
PMED4_12391_mRNA,PMM1093,PMM1093,,,
PMED4_12401_mRNA,PMM1094,PMM1094,,,
PMED4_12411_mRNA,PMM1095,PMM1095,,,
PMED4_12421_mRNA,PMM1096,PMM1096,,,
recR_mRNA,PMM1097,PMM1097,,,
recR_pro,PMM1097,PMM1097,,,
psbP_mRNA,PMM1098,PMM1098,,,
psbP_pro,PMM1098,PMM1098,,,
PMED4_12451_mRNA,PMM1099,PMM1099,,,
PMED4_12461_mRNA,PMM1100,PMM1100,,,
srmB_mRNA,PMM1101,PMM1101,,,
srmB_pro,PMM1101,PMM1101,,,
PMED4_12481_mRNA,PMM1102,PMM1102,,,
PMED4_12491_mRNA,PMM1103,PMM1103,,,
PMED4_12501_mRNA,PMM1104,PMM1104,,,
PMED4_12511_mRNA,PMM1105,PMM1105,,,
PMED4_12521_mRNA,PMM1106,PMM1106,,,
PMED4_12521_pro,PMM1106,PMM1106,,,
pdxJ_mRNA,PMM1107,PMM1107,,,
pdxJ_pro,PMM1107,PMM1107,,,
PMED4_12541_mRNA,PMM1108,PMM1108,,,
PMED4_12551_mRNA,PMM1109,PMM1109,,,
PMED4_12551_pro,PMM1109,PMM1109,,,
PMED4_12561_mRNA,PMM1110,PMM1110,,,
PMED4_12571_mRNA,PMM1111,PMM1111,,,
PMED4_12571_pro,PMM1111,PMM1111,,,
PMED4_12581_mRNA,PMM1112,PMM1112,,,
PMED4_12591_mRNA,PMM1113,PMM1113,,,
PMED4_12591_pro,PMM1113,PMM1113,,,
PMED4_12601_mRNA,PMM1114,PMM1114,,,
crtH_mRNA,PMM1115,PMM1115,,,
crtH_pro,PMM1115,PMM1115,,,
PMED4_12621_mRNA,PMM1116,PMM1116,,,
PMED4_12631_mRNA,PMM1117,PMM1117,,,
PMED4_12641_mRNA,PMM1118,PMM1118,,,
PMED4_12651_mRNA,PMM1119,PMM1119,,,
PMED4_12661_mRNA,PMM1120,PMM1120,,,
PMED4_12671_mRNA,PMM1121,PMM1121,,,
PMED4_12691_mRNA,PMM1122,PMM1122,,,
PMED4_12701_mRNA,PMM1123,PMM1123,,,
PMED4_12721_mRNA,PMM1124,PMM1124,,,
PMED4_12731_mRNA,PMM1125,PMM1125,,,
PMED4_12741_mRNA,PMM1126,PMM1126,,,
PMED4_12751_mRNA,PMM1127,PMM1127,,,
PMED4_12761_mRNA,PMM1128,PMM1128,,,
PMED4_12781_mRNA,PMM1129,PMM1129,,,
PMED4_12791_mRNA,PMM1130,PMM1130,,,
PMED4_12801_mRNA,PMM1131,PMM1131,,,
PMED4_12841_mRNA,PMM1132,PMM1132,,,
PMED4_12851_mRNA,PMM1133,PMM1133,,,
PMED4_12881_mRNA,PMM1134,PMM1134,,,
PMED4_12891_mRNA,PMM1135,PMM1135,,,
PMED4_12911_mRNA,PMM1136,PMM1136,,,
PMED4_12931_mRNA,PMM1137,PMM1137,,,
PMED4_12961_mRNA,PMM1138,PMM1138,,,
PMED4_12971_mRNA,PMM1139,PMM1139,,,
polA_mRNA,PMM1140,PMM1140,,,
polA_pro,PMM1140,PMM1140,,,
PMED4_12991_mRNA,PMM1141,PMM1141,,,
dxr_mRNA,PMM1142,PMM1142,,,
dxr_pro,PMM1142,PMM1142,,,
PMED4_13011_mRNA,PMM1143,PMM1143,,,
PMED4_13021_mRNA,PMM1144,PMM1144,,,
pntB_mRNA,PMM1145,PMM1145,,,
pntB_pro,PMM1145,PMM1145,,,
PMED4_13041_mRNA,PMM1146,PMM1146,,,
pntA_mRNA,PMM1147,PMM1147,,,
pntA_pro,PMM1147,PMM1147,,,
PMED4_13061_mRNA,PMM1148,PMM1148,,,
PMED4_13071_mRNA,PMM1149,PMM1149,,,
PMED4_13081_mRNA,PMM1150,PMM1150,,,
PMED4_13091_mRNA,PMM1151,PMM1151,,,
ycf39_mRNA,PMM1152,PMM1152,,,
ycf39_pro,PMM1152,PMM1152,,,
PMED4_13131_mRNA,PMM1153,PMM1153,,,
ilvN_mRNA,PMM1154,PMM1154,,,
ilvN_pro,PMM1154,PMM1154,,,
PMED4_13151_mRNA,PMM1155,PMM1155,,,
PMED4_13161_mRNA,PMM1156,PMM1156,,,
PMED4_13161_pro,PMM1156,PMM1156,,,
psbD_mRNA,PMM1157,PMM1157,,,
psbD_pro,PMM1157,PMM1157,,,
psbC_mRNA,PMM1158,PMM1158,,,
psbC_pro,PMM1158,PMM1158,,,
PMED4_13191_mRNA,PMM1159,PMM1159,,,
PMED4_13201_mRNA,PMM1160,PMM1160,,,
PMED4_13211_mRNA,PMM1161,PMM1161,,,
PMED4_13221_mRNA,PMM1162,PMM1162,,,
PMED4_13241_mRNA,PMM1163,PMM1163,,,
afuA_mRNA,PMM1164,PMM1164,,,
afuA_pro,PMM1164,PMM1164,,,
glyQ_mRNA,PMM1165,PMM1165,,,
glyQ_pro,PMM1165,PMM1165,,,
PMED4_13301_mRNA,PMM1166,PMM1166,,,
PMED4_13301_pro,PMM1166,PMM1166,,,
PMED4_13311_mRNA,PMM1167,PMM1167,,,
PMED4_13311_pro,PMM1167,PMM1167,,,
PMED4_13331_mRNA,PMM1168,PMM1168,,,
PMED4_13341_mRNA,PMM1169,PMM1169,,,
PMED4_13351_mRNA,PMM1170,PMM1170,,,
isiB_mRNA,PMM1171,PMM1171,,,
isiB_pro,PMM1171,PMM1171,,,
PMED4_13371_mRNA,PMM1172,PMM1172,,,
PMED4_13381_mRNA,PMM1173,PMM1173,,,
PMED4_13391_mRNA,PMM1174,PMM1174,,,
PMED4_13401_mRNA,PMM1175,PMM1175,,,
PMED4_13411_mRNA,PMM1176,PMM1176,,,
PMED4_13421_mRNA,PMM1177,PMM1177,,,
PMED4_13431_mRNA,PMM1178,PMM1178,,,
PMED4_13441_mRNA,PMM1179,PMM1179,,,
sppA_mRNA,PMM1180,PMM1180,,,
sppA_pro,PMM1180,PMM1180,,,
PMED4_13461_mRNA,PMM1181,PMM1181,,,
PMED4_13471_mRNA,PMM1182,PMM1182,,,
PMED4_13471_pro,PMM1182,PMM1182,,,
PMED4_13481_mRNA,PMM1183,PMM1183,,,
PMED4_13491_mRNA,PMM1184,PMM1184,,,
PMED4_13501_mRNA,PMM1185,PMM1185,,,
PMED4_13501_pro,PMM1185,PMM1185,,,
yidC_mRNA,PMM1186,PMM1186,,,
yidC_pro,PMM1186,PMM1186,,,
PMED4_13521_mRNA,PMM1187,PMM1187,,,
PMED4_13521_pro,PMM1187,PMM1187,,,
serS_mRNA,PMM1188,PMM1188,,,
serS_pro,PMM1188,PMM1188,,,
PMED4_13541_mRNA,PMM1189,PMM1189,,,
rpsN_mRNA,PMM1190,PMM1190,,,
rpsN_pro,PMM1190,PMM1190,,,
pnp_mRNA,PMM1191,PMM1191,,,
pnp_pro,PMM1191,PMM1191,,,
PMED4_13571_mRNA,PMM1192,PMM1192,,,
PMED4_13581_mRNA,PMM1193,PMM1193,,,
PMED4_13591_mRNA,PMM1194,PMM1194,,,
PMED4_13601_mRNA,PMM1195,PMM1195,,,
PMED4_13611_mRNA,PMM1196,PMM1196,,,
PMED4_13621_mRNA,PMM1197,PMM1197,,,
PMED4_13631_mRNA,PMM1198,PMM1198,,,
PMED4_13641_mRNA,PMM1199,PMM1199,,,
PMED4_13651_mRNA,PMM1200,PMM1200,,,
PMED4_13651_pro,PMM1200,PMM1200,,,
PMED4_13661_mRNA,PMM1201,PMM1201,,,
PMED4_13671_mRNA,PMM1202,PMM1202,,,
PMED4_13681_mRNA,PMM1203,PMM1203,,,
"ddhA, rfbF_mRNA",PMM1204,PMM1204,,,
"ddhA, rfbF_pro",PMM1204,PMM1204,,,
PMED4_13701_mRNA,PMM1205,PMM1205,,,
PMED4_13701_pro,PMM1205,PMM1205,,,
PMED4_13711_mRNA,PMM1206,PMM1206,,,
PMED4_13721_mRNA,PMM1207,PMM1207,,,
gmd_mRNA,PMM1208,PMM1208,,,
gmd_pro,PMM1208,PMM1208,,,
PMED4_13741_mRNA,PMM1209,PMM1209,,,
PMED4_13751_mRNA,PMM1210,PMM1210,,,
PMED4_13751_pro,PMM1210,PMM1210,,,
PMED4_13761_mRNA,PMM1211,PMM1211,,,
PMED4_13771_mRNA,PMM1212,PMM1212,,,
PMED4_13771_pro,PMM1212,PMM1212,,,
PMED4_13781_mRNA,PMM1213,PMM1213,,,
PMED4_13781_pro,PMM1213,PMM1213,,,
PMED4_13791_mRNA,PMM1214,PMM1214,,,
PMED4_13801_mRNA,PMM1215,PMM1215,,,
PMED4_13811_mRNA,PMM1216,PMM1216,,,
gmhA_mRNA,PMM1217,PMM1217,,,
gmhA_pro,PMM1217,PMM1217,,,
rfaE_mRNA,PMM1218,PMM1218,,,
rfaE_pro,PMM1218,PMM1218,,,
PMED4_13841_mRNA,PMM1219,PMM1219,,,
PMED4_13841_pro,PMM1219,PMM1219,,,
PMED4_13851_mRNA,PMM1220,PMM1220,,,
PMED4_13861_mRNA,PMM1221,PMM1221,,,
PMED4_13871_mRNA,PMM1222,PMM1222,,,
PMED4_13881_mRNA,PMM1223,PMM1223,,,
gumB_mRNA,PMM1224,PMM1224,,,
gumB_pro,PMM1224,PMM1224,,,
PMED4_13901_mRNA,PMM1225,PMM1225,,,
PMED4_13901_pro,PMM1225,PMM1225,,,
PMED4_13911_mRNA,PMM1226,PMM1226,,,
PMED4_13921_mRNA,PMM1227,PMM1227,,,
PMED4_13931_mRNA,PMM1228,PMM1228,,,
