id,gene,refseq,chrom,start,end
PMED4_09961_mRNA,PMM0885,33861442,,,
PMED4_09971_mRNA,PMM0886,33861443,,,
PMED4_09971_pro,PMM0886,33861443,,,
PMED4_09981_mRNA,PMM0887,33861444,,,
PMED4_09991_mRNA,PMM0888,33861445,,,
leuS_mRNA,PMM0889,33861446,,,
leuS_pro,PMM0889,33861446,,,
pgi_mRNA,PMM0890,33861447,,,
pgi_pro,PMM0890,33861447,,,
PMED4_10021_mRNA,PMM0891,33861448,,,
argC_mRNA,PMM0892,33861449,,,
argC_pro,PMM0892,33861449,,,
ribB_mRNA,PMM0893,33861450,,,
ribB_pro,PMM0893,33861450,,,
PMED4_10051_mRNA,PMM0894,33861451,,,
PMED4_10051_pro,PMM0894,33861451,,,
PMED4_10061_mRNA,PMM0895,33861452,,,
PMED4_10071_mRNA,PMM0896,33861453,,,
dnaK_mRNA,PMM0897,33861454,,,
dnaK_pro,PMM0897,33861454,,,
PMED4_10091_mRNA,PMM0898,33861455,,,
PMED4_10101_mRNA,PMM0899,33861456,,,
PMED4_10111_mRNA,PMM0900,33861457,,,
htpG_mRNA,PMM0901,33861458,,,
htpG_pro,PMM0901,33861458,,,
rpmB_mRNA,PMM0902,33861459,,,
rpmB_pro,PMM0902,33861459,,,
PMED4_10141_mRNA,PMM0903,33861460,,,
PMED4_10151_mRNA,PMM0904,33861461,,,
PMED4_10161_mRNA,PMM0905,33861462,,,
psaK_mRNA,PMM0906,33861463,,,
psaK_pro,PMM0906,33861463,,,
Dxs_mRNA,PMM0907,33861464,,,
Dxs_pro,PMM0907,33861464,,,
ilvA_mRNA,PMM0908,33861465,,,
ilvA_pro,PMM0908,33861465,,,
PMED4_10201_mRNA,PMM0909,33861466,,,
PMED4_10211_mRNA,PMM0910,33861467,,,
PMED4_10221_mRNA,PMM0911,33861468,,,
pykF_mRNA,PMM0912,33861469,,,
pykF_pro,PMM0912,33861469,,,
PMED4_10241_mRNA,PMM0913,33861470,,,
PMED4_10251_mRNA,PMM0914,33861471,,,
PMED4_10261_mRNA,PMM0915,33861472,,,
PMED4_10271_mRNA,PMM0916,33861473,,,
PMED4_10281_mRNA,PMM0917,33861474,,,
PMED4_10291_mRNA,PMM0918,33861475,,,
"spt, agt_mRNA",PMM0919,33861476,,,
"spt, agt_pro",PMM0919,33861476,,,
glnA_mRNA,PMM0920,33861477,,,
glnA_pro,PMM0920,33861477,,,
PMED4_10321_mRNA,PMM0921,33861478,,,
PMED4_10331_mRNA,PMM0922,33861479,,,
PMED4_10341_mRNA,PMM0923,33861480,,,
PMED4_10351_mRNA,PMM0924,33861481,,,
PMED4_10361_mRNA,PMM0925,33861482,,,
psb28_mRNA,PMM0926,33861483,,,
psb28_pro,PMM0926,33861483,,,
PMED4_10381_mRNA,PMM0927,33861484,,,
PMED4_10391_mRNA,PMM0928,33861485,,,
PMED4_10401_mRNA,PMM0929,33861486,,,
pdhB_mRNA,PMM0930,33861487,,,
pdhB_pro,PMM0930,33861487,,,
PMED4_10421_mRNA,PMM0931,33861488,,,
PMED4_10431_mRNA,PMM0932,33861489,,,
PMED4_10441_mRNA,PMM0933,33861490,,,
PMED4_10451_mRNA,PMM0934,33861491,,,
PMED4_10461_mRNA,PMM0935,33861492,,,
PMED4_10471_mRNA,PMM0936,33861493,,,
PMED4_10481_mRNA,PMM0937,33861494,,,
PMED4_10491_mRNA,PMM0938,33861495,,,
PMED4_10501_mRNA,PMM0939,33861496,,,
PMED4_10511_mRNA,PMM0940,33861497,,,
PMED4_10521_mRNA,PMM0941,33861498,,,
PMED4_10521_pro,PMM0941,33861498,,,
PMED4_10531_mRNA,PMM0942,33861499,,,
rpsO_mRNA,PMM0943,33861500,,,
rpsO_pro,PMM0943,33861500,,,
PMED4_10551_mRNA,PMM0944,33861501,,,
PMED4_10561_mRNA,PMM0945,33861502,,,
gatA_mRNA,PMM0946,33861503,,,
gatA_pro,PMM0946,33861503,,,
PMED4_10581_mRNA,PMM0947,33861504,,,
PMED4_10581_pro,PMM0947,33861504,,,
PMED4_10591_mRNA,PMM0948,33861505,,,
PMED4_10601_mRNA,PMM0949,33861506,,,
PMED4_10611_mRNA,PMM0951,33861507,,,
PMED4_10621_mRNA,PMM0952,33861508,,,
PMED4_10621_pro,PMM0952,33861508,,,
PMED4_10631_mRNA,PMM0953,33861509,,,
PMED4_10641_mRNA,PMM0954,33861510,,,
PMED4_10651_mRNA,PMM0955,33861511,,,
PMED4_10661_mRNA,PMM0956,33861512,,,
PMED4_10671_mRNA,PMM0957,33861513,,,
PMED4_10701_mRNA,PMM0958,33861514,,,
PMED4_10711_mRNA,PMM0959,33861515,,,
PMED4_10721_mRNA,PMM0960,33861516,,,
PMED4_10721_pro,PMM0960,33861516,,,
PMED4_10731_mRNA,PMM0961,33861517,,,
PMED4_10731_pro,PMM0961,33861517,,,
PMED4_10741_mRNA,PMM0962,33861518,,,
PMED4_10741_pro,PMM0962,33861518,,,
ureC_mRNA,PMM0963,33861519,,,
ureC_pro,PMM0963,33861519,,,
PMED4_10761_mRNA,PMM0964,33861520,,,
PMED4_10771_mRNA,PMM0965,33861521,,,
PMED4_10781_mRNA,PMM0966,33861522,,,
PMED4_10791_mRNA,PMM0967,33861523,,,
PMED4_10801_mRNA,PMM0968,33861524,,,
PMED4_10811_mRNA,PMM0969,33861525,,,
urtA_mRNA,PMM0970,33861526,,,
urtA_pro,PMM0970,33861526,,,
PMED4_10831_mRNA,PMM0971,33861527,,,
PMED4_10841_mRNA,PMM0972,33861528,,,
PMED4_10851_mRNA,PMM0973,33861529,,,
urtE_mRNA,PMM0974,33861530,,,
urtE_pro,PMM0974,33861530,,,
PMED4_10911_mRNA,PMM0975,33861531,,,
PMED4_10921_mRNA,PMM0976,33861532,,,
PMED4_10931_mRNA,PMM0977,33861533,,,
PMED4_10941_mRNA,PMM0978,33861534,,,
PMED4_10951_mRNA,PMM0979,33861535,,,
PMED4_10961_mRNA,PMM0980,33861536,,,
PMED4_10971_mRNA,PMM0981,33861537,,,
PMED4_10981_mRNA,PMM0982,33861538,,,
PMED4_11001_mRNA,PMM0983,33861539,,,
PMED4_11031_mRNA,PMM0984,33861540,,,
PMED4_11051_mRNA,PMM0985,33861541,,,
PMED4_11061_mRNA,PMM0986,33861542,,,
rpsU_mRNA,PMM0987,33861543,,,
rpsU_pro,PMM0987,33861543,,,
PMED4_11081_mRNA,PMM0988,33861544,,,
PMED4_11081_pro,PMM0988,33861544,,,
PMED4_11091_mRNA,PMM0989,33861545,,,
PMED4_11101_mRNA,PMM0990,33861546,,,
PMED4_11111_mRNA,PMM0991,33861547,,,
PMED4_11131_mRNA,PMM0992,33861548,,,
PMED4_11141_mRNA,PMM0993,33861549,,,
PMED4_11151_mRNA,PMM0994,33861550,,,
PMED4_11161_mRNA,PMM0995,33861551,,,
PMED4_11181_mRNA,PMM0996,33861552,,,
PMED4_11181_pro,PMM0996,33861552,,,
PMED4_11211_mRNA,PMM0997,33861553,,,
PMED4_11211_pro,PMM0997,33861553,,,
PMED4_11231_mRNA,PMM0998,33861554,,,
PMED4_11241_mRNA,PMM0999,33861555,,,
PMED4_11251_mRNA,PMM1000,33861556,,,
PMED4_11261_mRNA,PMM1001,33861557,,,
PMED4_11281_mRNA,PMM1002,33861558,,,
PMED4_11301_mRNA,PMM1003,33861559,,,
purT_mRNA,PMM1004,33861560,,,
purT_pro,PMM1004,33861560,,,
PMED4_11331_mRNA,PMM1005,33861561,,,
btuE_mRNA,PMM1006,33861562,,,
btuE_pro,PMM1006,33861562,,,
PMED4_11351_mRNA,PMM1007,33861563,,,
PMED4_11351_pro,PMM1007,33861563,,,
PMED4_11361_mRNA,PMM1008,33861564,,,
PMED4_11371_mRNA,PMM1009,33861565,,,
PMED4_11381_mRNA,PMM1010,33861566,,,
PMED4_11401_mRNA,PMM1011,33861567,,,
PMED4_11421_mRNA,PMM1012,33861568,,,
PMED4_11441_mRNA,PMM1013,33861569,,,
PMED4_11451_mRNA,PMM1014,33861570,,,
PMED4_11461_mRNA,PMM1015,33861571,,,
PMED4_11481_mRNA,PMM1016,33861572,,,
PMED4_11491_mRNA,PMM1017,33861573,,,
PMED4_11501_mRNA,PMM1018,33861574,,,
PMED4_11541_mRNA,PMM1019,33861575,,,
PMED4_11561_mRNA,PMM1020,33861576,,,
PMED4_11571_mRNA,PMM1021,33861577,,,
PMED4_11581_mRNA,PMM1022,33861578,,,
PMED4_11611_mRNA,PMM1023,33861579,,,
PMED4_11621_mRNA,PMM1024,33861580,,,
PMED4_11631_mRNA,PMM1025,33861581,,,
PMED4_11661_mRNA,PMM1026,33861582,,,
PMED4_11671_mRNA,PMM1027,33861583,,,
PMED4_11701_mRNA,PMM1028,33861584,,,
PMED4_11721_mRNA,PMM1029,33861585,,,
PMED4_11731_mRNA,PMM1030,33861586,,,
PMED4_11741_mRNA,PMM1031,33861587,,,
PMED4_11741_pro,PMM1031,33861587,,,
lraI_mRNA,PMM1032,33861588,,,
lraI_pro,PMM1032,33861588,,,
PMED4_11761_mRNA,PMM1033,33861589,,,
PMED4_11761_pro,PMM1033,33861589,,,
PMED4_11771_mRNA,PMM1034,33861590,,,
PMED4_11801_mRNA,PMM1035,33861591,,,
PMED4_11811_mRNA,PMM1036,33861592,,,
PMED4_11821_mRNA,PMM1037,33861593,,,
PMED4_11831_mRNA,PMM1038,33861594,,,
PMED4_11841_mRNA,PMM1039,33861595,,,
PMED4_11851_mRNA,PMM1040,33861596,,,
PMED4_11861_mRNA,PMM1041,33861597,,,
PMED4_11871_mRNA,PMM1042,33861598,,,
PMED4_11871_pro,PMM1042,33861598,,,
PMED4_11881_mRNA,PMM1043,33861599,,,
PMED4_11901_mRNA,PMM1044,33861600,,,
PMED4_11911_mRNA,PMM1045,33861601,,,
PMED4_11921_mRNA,PMM1046,33861602,,,
PMED4_11931_mRNA,PMM1047,33861603,,,
PMED4_11941_mRNA,PMM1048,33861604,,,
PMED4_11951_mRNA,PMM1049,33861605,,,
PMED4_11961_mRNA,PMM1050,33861606,,,
PMED4_11971_mRNA,PMM1051,33861607,,,
PMED4_11981_mRNA,PMM1052,33861608,,,
PMED4_11991_mRNA,PMM1053,33861609,,,
PMED4_12001_mRNA,PMM1054,33861610,,,
chlI_mRNA,PMM1055,33861611,,,
chlI_pro,PMM1055,33861611,,,
PMED4_12021_mRNA,PMM1056,33861612,,,
PMED4_12031_mRNA,PMM1057,33861613,,,
PMED4_12041_mRNA,PMM1058,33861614,,,
PMED4_12051_mRNA,PMM1059,33861615,,,
PMED4_12061_mRNA,PMM1060,33861616,,,
trxA_mRNA,PMM1061,33861617,,,
trxA_pro,PMM1061,33861617,,,
guaB_mRNA,PMM1062,33861618,,,
guaB_pro,PMM1062,33861618,,,
gyrA_mRNA,PMM1063,33861619,,,
gyrA_pro,PMM1063,33861619,,,
PMED4_12101_mRNA,PMM1064,33861620,,,
PMED4_12111_mRNA,PMM1065,33861621,,,
leuA_mRNA,PMM1066,33861622,,,
leuA_pro,PMM1066,33861622,,,
PMED4_12131_mRNA,PMM1067,33861623,,,
PMED4_12141_mRNA,PMM1068,33861624,,,
folD_mRNA,PMM1069,33861625,,,
folD_pro,PMM1069,33861625,,,
ispA_mRNA,PMM1070,33861626,,,
ispA_pro,PMM1070,33861626,,,
PMED4_12171_mRNA,PMM1071,33861627,,,
PMED4_12181_mRNA,PMM1072,33861628,,,
PMED4_12191_mRNA,PMM1073,33861629,,,
PMED4_12191_pro,PMM1073,33861629,,,
zwf_mRNA,PMM1074,33861630,,,
zwf_pro,PMM1074,33861630,,,
petH_mRNA,PMM1075,33861631,,,
petH_pro,PMM1075,33861631,,,
PMED4_12221_mRNA,PMM1076,33861632,,,
PMED4_12231_mRNA,PMM1077,33861633,,,
PMED4_12241_mRNA,PMM1078,33861634,,,
PMED4_12251_mRNA,PMM1079,33861635,,,
PMED4_12251_pro,PMM1079,33861635,,,
prsA_mRNA,PMM1080,33861636,,,
prsA_pro,PMM1080,33861636,,,
PMED4_12271_mRNA,PMM1081,33861637,,,
PMED4_12281_mRNA,PMM1082,33861638,,,
PMED4_12291_mRNA,PMM1083,33861639,,,
cad_mRNA,PMM1084,33861640,,,
cad_pro,PMM1084,33861640,,,
PMED4_12311_mRNA,PMM1085,33861641,,,
PMED4_12321_mRNA,PMM1086,33861642,,,
PMED4_12331_mRNA,PMM1087,33861643,,,
clpC_mRNA,PMM1088,33861644,,,
clpC_pro,PMM1088,33861644,,,
PMED4_12351_mRNA,PMM1089,33861645,,,
lysA_mRNA,PMM1090,33861646,,,
lysA_pro,PMM1090,33861646,,,
PMED4_12371_mRNA,PMM1091,33861647,,,
PMED4_12381_mRNA,PMM1092,33861648,,,
PMED4_12391_mRNA,PMM1093,33861649,,,
PMED4_12401_mRNA,PMM1094,33861650,,,
PMED4_12411_mRNA,PMM1095,33861651,,,
PMED4_12421_mRNA,PMM1096,33861652,,,
recR_mRNA,PMM1097,33861653,,,
recR_pro,PMM1097,33861653,,,
psbP_mRNA,PMM1098,33861654,,,
psbP_pro,PMM1098,33861654,,,
PMED4_12451_mRNA,PMM1099,33861655,,,
PMED4_12461_mRNA,PMM1100,33861656,,,
srmB_mRNA,PMM1101,33861657,,,
srmB_pro,PMM1101,33861657,,,
PMED4_12481_mRNA,PMM1102,33861658,,,
PMED4_12491_mRNA,PMM1103,33861659,,,
PMED4_12501_mRNA,PMM1104,33861660,,,
PMED4_12511_mRNA,PMM1105,33861661,,,
PMED4_12521_mRNA,PMM1106,33861662,,,
PMED4_12521_pro,PMM1106,33861662,,,
pdxJ_mRNA,PMM1107,33861663,,,
pdxJ_pro,PMM1107,33861663,,,
PMED4_12541_mRNA,PMM1108,33861664,,,
PMED4_12551_mRNA,PMM1109,33861665,,,
PMED4_12551_pro,PMM1109,33861665,,,
PMED4_12561_mRNA,PMM1110,33861666,,,
PMED4_12571_mRNA,PMM1111,33861667,,,
PMED4_12571_pro,PMM1111,33861667,,,
PMED4_12581_mRNA,PMM1112,33861668,,,
PMED4_12591_mRNA,PMM1113,33861669,,,
PMED4_12591_pro,PMM1113,33861669,,,
PMED4_12601_mRNA,PMM1114,33861670,,,
crtH_mRNA,PMM1115,33861671,,,
crtH_pro,PMM1115,33861671,,,
PMED4_12621_mRNA,PMM1116,33861672,,,
PMED4_12631_mRNA,PMM1117,33861673,,,
PMED4_12641_mRNA,PMM1118,33861674,,,
PMED4_12651_mRNA,PMM1119,33861675,,,
PMED4_12661_mRNA,PMM1120,33861676,,,
PMED4_12671_mRNA,PMM1121,33861677,,,
PMED4_12691_mRNA,PMM1122,33861678,,,
PMED4_12701_mRNA,PMM1123,33861679,,,
PMED4_12721_mRNA,PMM1124,33861680,,,
PMED4_12731_mRNA,PMM1125,33861681,,,
PMED4_12741_mRNA,PMM1126,33861682,,,
PMED4_12751_mRNA,PMM1127,33861683,,,
PMED4_12761_mRNA,PMM1128,33861684,,,
PMED4_12781_mRNA,PMM1129,33861685,,,
PMED4_12791_mRNA,PMM1130,33861686,,,
PMED4_12801_mRNA,PMM1131,33861687,,,
PMED4_12841_mRNA,PMM1132,33861688,,,
PMED4_12851_mRNA,PMM1133,33861689,,,
PMED4_12881_mRNA,PMM1134,33861690,,,
PMED4_12891_mRNA,PMM1135,33861691,,,
PMED4_12911_mRNA,PMM1136,33861692,,,
PMED4_12931_mRNA,PMM1137,33861693,,,
PMED4_12961_mRNA,PMM1138,33861694,,,
PMED4_12971_mRNA,PMM1139,33861695,,,
polA_mRNA,PMM1140,33861696,,,
polA_pro,PMM1140,33861696,,,
PMED4_12991_mRNA,PMM1141,33861697,,,
dxr_mRNA,PMM1142,33861698,,,
dxr_pro,PMM1142,33861698,,,
PMED4_13011_mRNA,PMM1143,33861699,,,
PMED4_13021_mRNA,PMM1144,33861700,,,
pntB_mRNA,PMM1145,33861701,,,
pntB_pro,PMM1145,33861701,,,
PMED4_13041_mRNA,PMM1146,33861702,,,
pntA_mRNA,PMM1147,33861703,,,
pntA_pro,PMM1147,33861703,,,
PMED4_13061_mRNA,PMM1148,33861704,,,
PMED4_13071_mRNA,PMM1149,33861705,,,
PMED4_13081_mRNA,PMM1150,33861706,,,
PMED4_13091_mRNA,PMM1151,33861707,,,
ycf39_mRNA,PMM1152,33861708,,,
ycf39_pro,PMM1152,33861708,,,
PMED4_13131_mRNA,PMM1153,33861709,,,
ilvN_mRNA,PMM1154,33861710,,,
ilvN_pro,PMM1154,33861710,,,
PMED4_13151_mRNA,PMM1155,33861711,,,
PMED4_13161_mRNA,PMM1156,33861712,,,
PMED4_13161_pro,PMM1156,33861712,,,
psbD_mRNA,PMM1157,33861713,,,
psbD_pro,PMM1157,33861713,,,
psbC_mRNA,PMM1158,33861714,,,
psbC_pro,PMM1158,33861714,,,
PMED4_13191_mRNA,PMM1159,33861715,,,
PMED4_13201_mRNA,PMM1160,33861716,,,
PMED4_13211_mRNA,PMM1161,33861717,,,
PMED4_13221_mRNA,PMM1162,33861718,,,
PMED4_13241_mRNA,PMM1163,33861719,,,
afuA_mRNA,PMM1164,33861720,,,
afuA_pro,PMM1164,33861720,,,
glyQ_mRNA,PMM1165,33861721,,,
glyQ_pro,PMM1165,33861721,,,
PMED4_13301_mRNA,PMM1166,33861722,,,
PMED4_13301_pro,PMM1166,33861722,,,
PMED4_13311_mRNA,PMM1167,33861723,,,
PMED4_13311_pro,PMM1167,33861723,,,
PMED4_13331_mRNA,PMM1168,33861724,,,
PMED4_13341_mRNA,PMM1169,33861725,,,
PMED4_13351_mRNA,PMM1170,33861726,,,
isiB_mRNA,PMM1171,33861727,,,
isiB_pro,PMM1171,33861727,,,
PMED4_13371_mRNA,PMM1172,33861728,,,
PMED4_13381_mRNA,PMM1173,33861729,,,
PMED4_13391_mRNA,PMM1174,33861730,,,
PMED4_13401_mRNA,PMM1175,33861731,,,
PMED4_13411_mRNA,PMM1176,33861732,,,
PMED4_13421_mRNA,PMM1177,33861733,,,
PMED4_13431_mRNA,PMM1178,33861734,,,
PMED4_13441_mRNA,PMM1179,33861735,,,
sppA_mRNA,PMM1180,33861736,,,
sppA_pro,PMM1180,33861736,,,
PMED4_13461_mRNA,PMM1181,33861737,,,
PMED4_13471_mRNA,PMM1182,33861738,,,
PMED4_13471_pro,PMM1182,33861738,,,
PMED4_13481_mRNA,PMM1183,33861739,,,
PMED4_13491_mRNA,PMM1184,33861740,,,
PMED4_13501_mRNA,PMM1185,33861741,,,
PMED4_13501_pro,PMM1185,33861741,,,
yidC_mRNA,PMM1186,33861742,,,
yidC_pro,PMM1186,33861742,,,
PMED4_13521_mRNA,PMM1187,33861743,,,
PMED4_13521_pro,PMM1187,33861743,,,
serS_mRNA,PMM1188,33861744,,,
serS_pro,PMM1188,33861744,,,
PMED4_13541_mRNA,PMM1189,33861745,,,
rpsN_mRNA,PMM1190,33861746,,,
rpsN_pro,PMM1190,33861746,,,
pnp_mRNA,PMM1191,33861747,,,
pnp_pro,PMM1191,33861747,,,
PMED4_13571_mRNA,PMM1192,33861748,,,
PMED4_13581_mRNA,PMM1193,33861749,,,
PMED4_13591_mRNA,PMM1194,33861750,,,
PMED4_13601_mRNA,PMM1195,33861751,,,
PMED4_13611_mRNA,PMM1196,33861752,,,
PMED4_13621_mRNA,PMM1197,33861753,,,
PMED4_13631_mRNA,PMM1198,33861754,,,
PMED4_13641_mRNA,PMM1199,33861755,,,
PMED4_13651_mRNA,PMM1200,33861756,,,
PMED4_13651_pro,PMM1200,33861756,,,
PMED4_13661_mRNA,PMM1201,33861757,,,
PMED4_13671_mRNA,PMM1202,33861758,,,
PMED4_13681_mRNA,PMM1203,33861759,,,
"ddhA, rfbF_mRNA",PMM1204,33861760,,,
"ddhA, rfbF_pro",PMM1204,33861760,,,
PMED4_13701_mRNA,PMM1205,33861761,,,
PMED4_13701_pro,PMM1205,33861761,,,
PMED4_13711_mRNA,PMM1206,33861762,,,
PMED4_13721_mRNA,PMM1207,33861763,,,
gmd_mRNA,PMM1208,33861764,,,
gmd_pro,PMM1208,33861764,,,
PMED4_13741_mRNA,PMM1209,33861765,,,
PMED4_13751_mRNA,PMM1210,33861766,,,
PMED4_13751_pro,PMM1210,33861766,,,
PMED4_13761_mRNA,PMM1211,33861767,,,
PMED4_13771_mRNA,PMM1212,33861768,,,
PMED4_13771_pro,PMM1212,33861768,,,
PMED4_13781_mRNA,PMM1213,33861769,,,
PMED4_13781_pro,PMM1213,33861769,,,
PMED4_13791_mRNA,PMM1214,33861770,,,
PMED4_13801_mRNA,PMM1215,33861771,,,
PMED4_13811_mRNA,PMM1216,33861772,,,
gmhA_mRNA,PMM1217,33861773,,,
gmhA_pro,PMM1217,33861773,,,
rfaE_mRNA,PMM1218,33861774,,,
rfaE_pro,PMM1218,33861774,,,
PMED4_13841_mRNA,PMM1219,33861775,,,
PMED4_13841_pro,PMM1219,33861775,,,
PMED4_13851_mRNA,PMM1220,33861776,,,
PMED4_13861_mRNA,PMM1221,33861777,,,
PMED4_13871_mRNA,PMM1222,33861778,,,
PMED4_13881_mRNA,PMM1223,33861779,,,
gumB_mRNA,PMM1224,33861780,,,
gumB_pro,PMM1224,33861780,,,
PMED4_13901_mRNA,PMM1225,33861781,,,
PMED4_13901_pro,PMM1225,33861781,,,
PMED4_13911_mRNA,PMM1226,33861782,,,
PMED4_13921_mRNA,PMM1227,33861783,,,
PMED4_13931_mRNA,PMM1228,33861784,,,
PMED4_13941_mRNA,PMM1229,33861785,,,
PMED4_13941_pro,PMM1229,33861785,,,
PMED4_13951_mRNA,PMM1230,33861786,,,
PMED4_13951_pro,PMM1230,33861786,,,
PMED4_13961_mRNA,PMM1231,33861787,,,
PMED4_13961_pro,PMM1231,33861787,,,
PMED4_13971_mRNA,PMM1232,33861788,,,
PMED4_13971_pro,PMM1232,33861788,,,
PMED4_13981_mRNA,PMM1233,33861789,,,
adhC_mRNA,PMM1234,33861790,,,
adhC_pro,PMM1234,33861790,,,
PMED4_14001_mRNA,PMM1235,33861791,,,
PMED4_14001_pro,PMM1235,33861791,,,
PMED4_14011_mRNA,PMM1236,33861792,,,
PMED4_14011_pro,PMM1236,33861792,,,
PMED4_14021_mRNA,PMM1237,33861793,,,
PMED4_14031_mRNA,PMM1238,33861794,,,
hetA_mRNA,PMM1239,33861795,,,
hetA_pro,PMM1239,33861795,,,
PMED4_14051_mRNA,PMM1240,33861796,,,
PMED4_14051_pro,PMM1240,33861796,,,
PMED4_14061_mRNA,PMM1241,33861797,,,
PMED4_14071_mRNA,PMM1242,33861798,,,
PMED4_14081_mRNA,PMM1243,33861799,,,
PMED4_14091_mRNA,PMM1244,33861800,,,
PMED4_14101_mRNA,PMM1245,33861801,,,
PMED4_14111_mRNA,PMM1246,33861802,,,
PMED4_14111_pro,PMM1246,33861802,,,
PMED4_14121_mRNA,PMM1247,33861803,,,
PMED4_14121_pro,PMM1247,33861803,,,
PMED4_14131_mRNA,PMM1248,33861804,,,
PMED4_14141_mRNA,PMM1249,33861805,,,
PMED4_14161_mRNA,PMM1250,33861806,,,
PMED4_14171_mRNA,PMM1251,33861807,,,
PMED4_14181_mRNA,PMM1252,33861808,,,
PMED4_14191_mRNA,PMM1253,33861809,,,
PMED4_14201_mRNA,PMM1254,33861810,,,
PMED4_14211_mRNA,PMM1255,33861811,,,
PMED4_14221_mRNA,PMM1256,33861812,,,
PMED4_14231_mRNA,PMM1257,33861813,,,
PMED4_14231_pro,PMM1257,33861813,,,
PMED4_14241_mRNA,PMM1258,33861814,,,
PMED4_14241_pro,PMM1258,33861814,,,
PMED4_14251_mRNA,PMM1259,33861815,,,
PMED4_14251_pro,PMM1259,33861815,,,
PMED4_14261_mRNA,PMM1260,33861816,,,
ugd_mRNA,PMM1261,33861817,,,
ugd_pro,PMM1261,33861817,,,
PMED4_14281_mRNA,PMM1262,33861818,,,
argF_mRNA,PMM1263,33861819,,,
argF_pro,PMM1263,33861819,,,
PMED4_14301_mRNA,PMM1264,33861820,,,
PMED4_14301_pro,PMM1264,33861820,,,
PMED4_14311_mRNA,PMM1265,33861821,,,
PMED4_14321_mRNA,PMM1266,33861822,,,
PMED4_14321_pro,PMM1266,33861822,,,
PMED4_14331_mRNA,PMM1267,33861823,,,
PMED4_14341_mRNA,PMM1268,33861824,,,
PMED4_14351_mRNA,PMM1269,33861825,,,
PMED4_14351_pro,PMM1269,33861825,,,
pheS_mRNA,PMM1270,33861826,,,
pheS_pro,PMM1270,33861826,,,
PMED4_14371_mRNA,PMM1271,33861827,,,
PMED4_14381_mRNA,PMM1272,33861828,,,
PMED4_14391_mRNA,PMM1273,33861829,,,
PMED4_14401_mRNA,PMM1274,33861830,,,
PMED4_14411_mRNA,PMM1275,33861831,,,
PMED4_14421_mRNA,PMM1276,33861832,,,
PMED4_14431_mRNA,PMM1277,33861833,,,
PMED4_14441_mRNA,PMM1278,33861834,,,
PMED4_14451_mRNA,PMM1279,33861835,,,
PMED4_14451_pro,PMM1279,33861835,,,
PMED4_14461_mRNA,PMM1280,33861836,,,
PMED4_14471_mRNA,PMM1281,33861837,,,
PMED4_14481_mRNA,PMM1282,33861838,,,
PMED4_14491_mRNA,PMM1283,33861839,,,
PMED4_14491_pro,PMM1283,33861839,,,
phoH_mRNA,PMM1284,33861840,,,
phoH_pro,PMM1284,33861840,,,
rpsP_mRNA,PMM1285,33861841,,,
rpsP_pro,PMM1285,33861841,,,
ffh_mRNA,PMM1286,33861842,,,
ffh_pro,PMM1286,33861842,,,
PMED4_14531_mRNA,PMM1287,33861843,,,
PMED4_14531_pro,PMM1287,33861843,,,
acoA_mRNA,PMM1288,33861844,,,
acoA_pro,PMM1288,33861844,,,
PMED4_14551_mRNA,PMM1289,33861845,,,
PMED4_14561_mRNA,PMM1290,33861846,,,
PMED4_14571_mRNA,PMM1291,33861847,,,
PMED4_14581_mRNA,PMM1292,33861848,,,
PMED4_14591_mRNA,PMM1293,33861849,,,
PMED4_14591_pro,PMM1293,33861849,,,
PMED4_14601_mRNA,PMM1294,33861850,,,
PMED4_14601_pro,PMM1294,33861850,,,
PMED4_14611_mRNA,PMM1295,33861851,,,
PMED4_14621_mRNA,PMM1296,33861852,,,
trpC_mRNA,PMM1297,33861853,,,
trpC_pro,PMM1297,33861853,,,
lpd_mRNA,PMM1298,33861854,,,
lpd_pro,PMM1298,33861854,,,
PMED4_14651_mRNA,PMM1299,33861855,,,
PMED4_14661_mRNA,PMM1300,33861856,,,
PMED4_14681_mRNA,PMM1301,33861857,,,
PMED4_14691_mRNA,PMM1302,33861858,,,
PMED4_14701_mRNA,PMM1303,33861859,,,
PMED4_14711_mRNA,PMM1304,33861860,,,
PMED4_14721_mRNA,PMM1305,33861861,,,
PMED4_14731_mRNA,PMM1306,33861862,,,
PMED4_14741_mRNA,PMM1307,33861863,,,
PMED4_14751_mRNA,PMM1308,33861864,,,
ftsZ_mRNA,PMM1309,33861865,,,
ftsZ_pro,PMM1309,33861865,,,
panB_mRNA,PMM1310,33861866,,,
panB_pro,PMM1310,33861866,,,
PMED4_14781_mRNA,PMM1311,33861867,,,
PMED4_14791_mRNA,PMM1312,33861868,,,
PMED4_14791_pro,PMM1312,33861868,,,
PMED4_14801_mRNA,PMM1313,33861869,,,
PMED4_14801_pro,PMM1313,33861869,,,
PMED4_14811_mRNA,PMM1314,33861870,,,
PMED4_14811_pro,PMM1314,33861870,,,
ilvC_mRNA,PMM1315,33861871,,,
ilvC_pro,PMM1315,33861871,,,
PMED4_14831_mRNA,PMM1316,33861872,,,
PMED4_14841_mRNA,PMM1317,33861873,,,
PMED4_14861_mRNA,PMM1318,33861874,,,
PMED4_14871_mRNA,PMM1319,33861875,,,
PMED4_14881_mRNA,PMM1320,33861876,,,
himA_mRNA,PMM1321,33861877,,,
